file,line,type,commit,author,date,time,timezone,datetime,depth,length
src\routes\+layout.svelte,69,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,10
src\routes\+layout.svelte,70,css,2de57622,JoãoGabriel,2025-04-24,15:42:44,-03:00,2025-04-24T15:42:44-03:00,0,0
src\routes\+layout.svelte,71,css,2de57622,JoãoGabriel,2025-04-24,15:42:44,-03:00,2025-04-24T15:42:44-03:00,0,0
src\routes\+layout.svelte,72,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,9
src\routes\+layout.svelte,73,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,15
src\routes\+layout.svelte,74,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,13
src\routes\+layout.svelte,75,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,22
src\routes\+layout.svelte,76,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,27
src\routes\+layout.svelte,77,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,6
src\routes\+layout.svelte,78,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,7
src\routes\+layout.svelte,79,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,12
src\routes\+layout.svelte,80,css,958416f5,JoãoGabriel,2025-04-27,12:45:05,-03:00,2025-04-27T12:45:05-03:00,0,10
src\routes\+layout.svelte,81,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,18
src\routes\+layout.svelte,82,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,25
src\routes\+layout.svelte,83,css,958416f5,JoãoGabriel,2025-04-27,12:45:05,-03:00,2025-04-27T12:45:05-03:00,0,12
src\routes\+layout.svelte,84,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,43
src\routes\+layout.svelte,85,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,0
src\routes\+layout.svelte,86,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,0
src\routes\+layout.svelte,87,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,6
src\routes\+layout.svelte,88,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,13
src\routes\+layout.svelte,89,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,23
src\routes\+layout.svelte,90,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,19
src\routes\+layout.svelte,91,css,958416f5,JoãoGabriel,2025-04-27,12:45:05,-03:00,2025-04-27T12:45:05-03:00,0,13
src\routes\+layout.svelte,92,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,0
src\routes\+layout.svelte,93,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,0
src\routes\+layout.svelte,94,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,10
src\routes\+layout.svelte,95,css,958416f5,JoãoGabriel,2025-04-27,12:45:05,-03:00,2025-04-27T12:45:05-03:00,0,11
src\routes\+layout.svelte,96,css,958416f5,JoãoGabriel,2025-04-27,12:45:05,-03:00,2025-04-27T12:45:05-03:00,0,12
src\routes\+layout.svelte,97,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,19
src\routes\+layout.svelte,98,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,0
src\routes\+layout.svelte,99,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,0
src\routes\+layout.svelte,100,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,11
src\routes\+layout.svelte,101,css,958416f5,JoãoGabriel,2025-04-27,12:45:05,-03:00,2025-04-27T12:45:05-03:00,0,13
src\routes\+layout.svelte,102,css,958416f5,JoãoGabriel,2025-04-27,12:45:05,-03:00,2025-04-27T12:45:05-03:00,0,22
src\routes\+layout.svelte,103,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,19
src\routes\+layout.svelte,104,css,958416f5,JoãoGabriel,2025-04-27,12:45:05,-03:00,2025-04-27T12:45:05-03:00,0,0
src\routes\+layout.svelte,105,css,958416f5,JoãoGabriel,2025-04-27,12:45:05,-03:00,2025-04-27T12:45:05-03:00,0,0
src\routes\+layout.svelte,106,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,13
src\routes\+layout.svelte,107,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,21
src\routes\+layout.svelte,108,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,17
src\routes\+layout.svelte,109,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,14
src\routes\+layout.svelte,110,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,14
src\routes\+layout.svelte,111,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,0
src\routes\+layout.svelte,112,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,0
src\routes\+layout.svelte,113,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,21
src\routes\+layout.svelte,114,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,17
src\routes\+layout.svelte,115,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,30
src\routes\+layout.svelte,116,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,19
src\routes\+layout.svelte,117,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,0
src\routes\+layout.svelte,118,css,070e6cd3,JoãoGabriel,2025-04-24,15:24:37,-03:00,2025-04-24T15:24:37-03:00,0,0
src\routes\+layout.svelte,119,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,15
src\routes\+layout.svelte,120,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,18
src\routes\+layout.svelte,121,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,16
src\routes\+layout.svelte,122,css,2de57622,JoãoGabriel,2025-04-24,15:42:44,-03:00,2025-04-24T15:42:44-03:00,0,0
src\routes\+layout.svelte,123,css,2de57622,JoãoGabriel,2025-04-24,15:42:44,-03:00,2025-04-24T15:42:44-03:00,0,0
src\routes\+layout.svelte,124,css,9ce79269,Vinasque,2025-04-28,18:15:43,-03:00,2025-04-28T18:15:43-03:00,0,22
